user_profile,project_id,project_title,user_techs,project_techs,features,enhanced_score,label
MERN 스택,4,Spring Boot 마이크로서비스,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
MERN 스택,5,Node.js 실시간 채팅 앱,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.42857142857142855],0.413,1
MERN 스택,6,React Native 투두 앱,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
MERN 스택,7,Flutter 전자상거래 앱,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
MERN 스택,8,FastAPI 비동기 웹서버,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.0],0.03,0
MERN 스택,9,Angular 관리자 대시보드,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
MERN 스택,10,SvelteKit 블로그 플랫폼,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
MERN 스택,11,Go 마이크로서비스 API,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
MERN 스택,12,.NET Core 웹 애플리케이션,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
MERN 스택,13,Laravel CMS 시스템,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
MERN 스택,14,Rust 고성능 웹서버,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
MERN 스택,15,Unity 2D 인디게임,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
MERN 스택,16,Kubernetes 클러스터 구축,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
MERN 스택,17,Python ML 추천시스템,"['javascript', 'node.js', 'react', 'express', 'mongodb']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
PERN 스택,1,React 기반 쇼핑몰 개발,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.42857142857142855],0.413,1
PERN 스택,2,Vue3 + Nuxt 포트폴리오 사이트,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
PERN 스택,3,Django REST API 서버 구축,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.1111111111111111],0.145,0
PERN 스택,4,Spring Boot 마이크로서비스,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.1111111111111111],0.145,0
PERN 스택,5,Node.js 실시간 채팅 앱,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.25],0.271,1
PERN 스택,6,React Native 투두 앱,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
PERN 스택,7,Flutter 전자상거래 앱,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
PERN 스택,8,FastAPI 비동기 웹서버,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.1111111111111111],0.145,0
PERN 스택,9,Angular 관리자 대시보드,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
PERN 스택,10,SvelteKit 블로그 플랫폼,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
PERN 스택,11,Go 마이크로서비스 API,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.1111111111111111],0.145,0
PERN 스택,12,.NET Core 웹 애플리케이션,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
PERN 스택,13,Laravel CMS 시스템,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
PERN 스택,14,Rust 고성능 웹서버,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.1111111111111111],0.145,0
PERN 스택,15,Unity 2D 인디게임,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
PERN 스택,16,Kubernetes 클러스터 구축,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
PERN 스택,17,Python ML 추천시스템,"['javascript', 'node.js', 'react', 'express', 'postgresql']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
React Native 개발자,1,React 기반 쇼핑몰 개발,"['javascript', 'react', 'react native', 'typescript']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.2857142857142857],0.3013,1
React Native 개발자,2,Vue3 + Nuxt 포트폴리오 사이트,"['javascript', 'react', 'react native', 'typescript']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.14285714285714285],0.1745,1
React Native 개발자,3,Django REST API 서버 구축,"['javascript', 'react', 'react native', 'typescript']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.0],0.03,0
React Native 개발자,4,Spring Boot 마이크로서비스,"['javascript', 'react', 'react native', 'typescript']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
React Native 개발자,5,Node.js 실시간 채팅 앱,"['javascript', 'react', 'react native', 'typescript']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
React Native 개발자,6,React Native 투두 앱,"['javascript', 'react', 'react native', 'typescript']","['expo', 'firebase', 'react native', 'typescript']",[0.3333333333333333],0.3381,1
React Native 개발자,7,Flutter 전자상거래 앱,"['javascript', 'react', 'react native', 'typescript']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
React Native 개발자,8,FastAPI 비동기 웹서버,"['javascript', 'react', 'react native', 'typescript']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.0],0.03,0
React Native 개발자,9,Angular 관리자 대시보드,"['javascript', 'react', 'react native', 'typescript']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.125],0.1585,1
React Native 개발자,10,SvelteKit 블로그 플랫폼,"['javascript', 'react', 'react native', 'typescript']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.125],0.1585,1
React Native 개발자,11,Go 마이크로서비스 API,"['javascript', 'react', 'react native', 'typescript']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
React Native 개발자,12,.NET Core 웹 애플리케이션,"['javascript', 'react', 'react native', 'typescript']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
React Native 개발자,13,Laravel CMS 시스템,"['javascript', 'react', 'react native', 'typescript']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
React Native 개발자,14,Rust 고성능 웹서버,"['javascript', 'react', 'react native', 'typescript']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
React Native 개발자,15,Unity 2D 인디게임,"['javascript', 'react', 'react native', 'typescript']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
React Native 개발자,16,Kubernetes 클러스터 구축,"['javascript', 'react', 'react native', 'typescript']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
React Native 개발자,17,Python ML 추천시스템,"['javascript', 'react', 'react native', 'typescript']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
Flutter 개발자,1,React 기반 쇼핑몰 개발,"['dart', 'flutter', 'firebase', 'sqlite']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.0],0.03,0
Flutter 개발자,2,Vue3 + Nuxt 포트폴리오 사이트,"['dart', 'flutter', 'firebase', 'sqlite']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
Flutter 개발자,3,Django REST API 서버 구축,"['dart', 'flutter', 'firebase', 'sqlite']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.0],0.03,0
Flutter 개발자,4,Spring Boot 마이크로서비스,"['dart', 'flutter', 'firebase', 'sqlite']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
Flutter 개발자,5,Node.js 실시간 채팅 앱,"['dart', 'flutter', 'firebase', 'sqlite']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
Flutter 개발자,6,React Native 투두 앱,"['dart', 'flutter', 'firebase', 'sqlite']","['expo', 'firebase', 'react native', 'typescript']",[0.14285714285714285],0.177,1
Flutter 개발자,7,Flutter 전자상거래 앱,"['dart', 'flutter', 'firebase', 'sqlite']","['dart', 'firebase', 'flutter', 'sqlite']",[1.0],0.782,1
Flutter 개발자,8,FastAPI 비동기 웹서버,"['dart', 'flutter', 'firebase', 'sqlite']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.0],0.03,0
Flutter 개발자,9,Angular 관리자 대시보드,"['dart', 'flutter', 'firebase', 'sqlite']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
Flutter 개발자,10,SvelteKit 블로그 플랫폼,"['dart', 'flutter', 'firebase', 'sqlite']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.125],0.1541,1
Flutter 개발자,11,Go 마이크로서비스 API,"['dart', 'flutter', 'firebase', 'sqlite']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
Flutter 개발자,12,.NET Core 웹 애플리케이션,"['dart', 'flutter', 'firebase', 'sqlite']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
Flutter 개발자,13,Laravel CMS 시스템,"['dart', 'flutter', 'firebase', 'sqlite']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
Flutter 개발자,14,Rust 고성능 웹서버,"['dart', 'flutter', 'firebase', 'sqlite']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
Flutter 개발자,15,Unity 2D 인디게임,"['dart', 'flutter', 'firebase', 'sqlite']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
Flutter 개발자,16,Kubernetes 클러스터 구축,"['dart', 'flutter', 'firebase', 'sqlite']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
Flutter 개발자,17,Python ML 추천시스템,"['dart', 'flutter', 'firebase', 'sqlite']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
DevOps 엔지니어,1,React 기반 쇼핑몰 개발,"['docker', 'kubernetes', 'aws', 'terraform']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.0],0.03,0
DevOps 엔지니어,2,Vue3 + Nuxt 포트폴리오 사이트,"['docker', 'kubernetes', 'aws', 'terraform']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
DevOps 엔지니어,3,Django REST API 서버 구축,"['docker', 'kubernetes', 'aws', 'terraform']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.125],0.1597,1
DevOps 엔지니어,4,Spring Boot 마이크로서비스,"['docker', 'kubernetes', 'aws', 'terraform']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.2857142857142857],0.3037,1
DevOps 엔지니어,5,Node.js 실시간 채팅 앱,"['docker', 'kubernetes', 'aws', 'terraform']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
DevOps 엔지니어,6,React Native 투두 앱,"['docker', 'kubernetes', 'aws', 'terraform']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
DevOps 엔지니어,7,Flutter 전자상거래 앱,"['docker', 'kubernetes', 'aws', 'terraform']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
DevOps 엔지니어,8,FastAPI 비동기 웹서버,"['docker', 'kubernetes', 'aws', 'terraform']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.0],0.03,0
DevOps 엔지니어,9,Angular 관리자 대시보드,"['docker', 'kubernetes', 'aws', 'terraform']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
DevOps 엔지니어,10,SvelteKit 블로그 플랫폼,"['docker', 'kubernetes', 'aws', 'terraform']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
DevOps 엔지니어,11,Go 마이크로서비스 API,"['docker', 'kubernetes', 'aws', 'terraform']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.125],0.1597,1
DevOps 엔지니어,12,.NET Core 웹 애플리케이션,"['docker', 'kubernetes', 'aws', 'terraform']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
DevOps 엔지니어,13,Laravel CMS 시스템,"['docker', 'kubernetes', 'aws', 'terraform']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
DevOps 엔지니어,14,Rust 고성능 웹서버,"['docker', 'kubernetes', 'aws', 'terraform']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
DevOps 엔지니어,15,Unity 2D 인디게임,"['docker', 'kubernetes', 'aws', 'terraform']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
DevOps 엔지니어,16,Kubernetes 클러스터 구축,"['docker', 'kubernetes', 'aws', 'terraform']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.8],0.6689,1
DevOps 엔지니어,17,Python ML 추천시스템,"['docker', 'kubernetes', 'aws', 'terraform']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
Unity 게임 개발자,1,React 기반 쇼핑몰 개발,"['c#', 'unity', 'blender']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.0],0.03,0
Unity 게임 개발자,2,Vue3 + Nuxt 포트폴리오 사이트,"['c#', 'unity', 'blender']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
Unity 게임 개발자,3,Django REST API 서버 구축,"['c#', 'unity', 'blender']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.0],0.03,0
Unity 게임 개발자,4,Spring Boot 마이크로서비스,"['c#', 'unity', 'blender']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
Unity 게임 개발자,5,Node.js 실시간 채팅 앱,"['c#', 'unity', 'blender']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
Unity 게임 개발자,6,React Native 투두 앱,"['c#', 'unity', 'blender']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
Unity 게임 개발자,7,Flutter 전자상거래 앱,"['c#', 'unity', 'blender']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
Unity 게임 개발자,8,FastAPI 비동기 웹서버,"['c#', 'unity', 'blender']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.0],0.03,0
Unity 게임 개발자,9,Angular 관리자 대시보드,"['c#', 'unity', 'blender']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
Unity 게임 개발자,10,SvelteKit 블로그 플랫폼,"['c#', 'unity', 'blender']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
Unity 게임 개발자,11,Go 마이크로서비스 API,"['c#', 'unity', 'blender']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
Unity 게임 개발자,12,.NET Core 웹 애플리케이션,"['c#', 'unity', 'blender']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.14285714285714285],0.1815,1
Unity 게임 개발자,13,Laravel CMS 시스템,"['c#', 'unity', 'blender']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
Unity 게임 개발자,14,Rust 고성능 웹서버,"['c#', 'unity', 'blender']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
Unity 게임 개발자,15,Unity 2D 인디게임,"['c#', 'unity', 'blender']","['blender', 'c#', 'unity', 'visual scripting']",[0.75],0.6329,1
Unity 게임 개발자,16,Kubernetes 클러스터 구축,"['c#', 'unity', 'blender']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
Unity 게임 개발자,17,Python ML 추천시스템,"['c#', 'unity', 'blender']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
ML 엔지니어,1,React 기반 쇼핑몰 개발,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.0],0.03,0
ML 엔지니어,2,Vue3 + Nuxt 포트폴리오 사이트,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
ML 엔지니어,3,Django REST API 서버 구축,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.1111111111111111],0.1441,0
ML 엔지니어,4,Spring Boot 마이크로서비스,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
ML 엔지니어,5,Node.js 실시간 채팅 앱,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
ML 엔지니어,6,React Native 투두 앱,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
ML 엔지니어,7,Flutter 전자상거래 앱,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
ML 엔지니어,8,FastAPI 비동기 웹서버,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.1111111111111111],0.1441,0
ML 엔지니어,9,Angular 관리자 대시보드,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
ML 엔지니어,10,SvelteKit 블로그 플랫폼,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
ML 엔지니어,11,Go 마이크로서비스 API,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
ML 엔지니어,12,.NET Core 웹 애플리케이션,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
ML 엔지니어,13,Laravel CMS 시스템,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
ML 엔지니어,14,Rust 고성능 웹서버,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
ML 엔지니어,15,Unity 2D 인디게임,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
ML 엔지니어,16,Kubernetes 클러스터 구축,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
ML 엔지니어,17,Python ML 추천시스템,"['numpy', 'pandas', 'python', 'tensorflow', 'scikit learn']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.8333333333333334],0.6825,1
프로그래밍 입문자,1,React 기반 쇼핑몰 개발,"['html', 'python']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.0],0.03,0
프로그래밍 입문자,2,Vue3 + Nuxt 포트폴리오 사이트,"['html', 'python']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
프로그래밍 입문자,3,Django REST API 서버 구축,"['html', 'python']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.16666666666666666],0.2112,1
프로그래밍 입문자,4,Spring Boot 마이크로서비스,"['html', 'python']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
프로그래밍 입문자,5,Node.js 실시간 채팅 앱,"['html', 'python']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
프로그래밍 입문자,6,React Native 투두 앱,"['html', 'python']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
프로그래밍 입문자,7,Flutter 전자상거래 앱,"['html', 'python']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
프로그래밍 입문자,8,FastAPI 비동기 웹서버,"['html', 'python']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.16666666666666666],0.2112,1
프로그래밍 입문자,9,Angular 관리자 대시보드,"['html', 'python']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
프로그래밍 입문자,10,SvelteKit 블로그 플랫폼,"['html', 'python']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
프로그래밍 입문자,11,Go 마이크로서비스 API,"['html', 'python']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
프로그래밍 입문자,12,.NET Core 웹 애플리케이션,"['html', 'python']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
프로그래밍 입문자,13,Laravel CMS 시스템,"['html', 'python']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
프로그래밍 입문자,14,Rust 고성능 웹서버,"['html', 'python']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
프로그래밍 입문자,15,Unity 2D 인디게임,"['html', 'python']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
프로그래밍 입문자,16,Kubernetes 클러스터 구축,"['html', 'python']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
프로그래밍 입문자,17,Python ML 추천시스템,"['html', 'python']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.14285714285714285],0.1954,1
웹개발 입문자,1,React 기반 쇼핑몰 개발,"['html', 'css', 'javascript']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.0],0.03,0
웹개발 입문자,2,Vue3 + Nuxt 포트폴리오 사이트,"['html', 'css', 'javascript']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
웹개발 입문자,3,Django REST API 서버 구축,"['html', 'css', 'javascript']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.0],0.03,0
웹개발 입문자,4,Spring Boot 마이크로서비스,"['html', 'css', 'javascript']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
웹개발 입문자,5,Node.js 실시간 채팅 앱,"['html', 'css', 'javascript']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
웹개발 입문자,6,React Native 투두 앱,"['html', 'css', 'javascript']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
웹개발 입문자,7,Flutter 전자상거래 앱,"['html', 'css', 'javascript']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
웹개발 입문자,8,FastAPI 비동기 웹서버,"['html', 'css', 'javascript']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.0],0.03,0
웹개발 입문자,9,Angular 관리자 대시보드,"['html', 'css', 'javascript']","['angular', 'chart.js', 'material ui', 'rxjs', 'typescript']",[0.0],0.03,0
웹개발 입문자,10,SvelteKit 블로그 플랫폼,"['html', 'css', 'javascript']","['prisma', 'sqlite', 'svelte', 'sveltekit', 'typescript']",[0.0],0.03,0
웹개발 입문자,11,Go 마이크로서비스 API,"['html', 'css', 'javascript']","['docker', 'gin', 'go', 'grpc', 'postgresql']",[0.0],0.03,0
웹개발 입문자,12,.NET Core 웹 애플리케이션,"['html', 'css', 'javascript']","['.net core', 'azure', 'c#', 'entity framework', 'sql server']",[0.0],0.03,0
웹개발 입문자,13,Laravel CMS 시스템,"['html', 'css', 'javascript']","['blade', 'eloquent orm', 'laravel', 'mysql', 'php']",[0.0],0.03,0
웹개발 입문자,14,Rust 고성능 웹서버,"['html', 'css', 'javascript']","['actix web', 'diesel', 'postgresql', 'redis', 'rust']",[0.0],0.03,0
웹개발 입문자,15,Unity 2D 인디게임,"['html', 'css', 'javascript']","['blender', 'c#', 'unity', 'visual scripting']",[0.0],0.03,0
웹개발 입문자,16,Kubernetes 클러스터 구축,"['html', 'css', 'javascript']","['aws', 'docker', 'jenkins', 'kubernetes', 'terraform']",[0.0],0.03,0
웹개발 입문자,17,Python ML 추천시스템,"['html', 'css', 'javascript']","['fastapi', 'numpy', 'pandas', 'python', 'scikit learn', 'tensorflow']",[0.0],0.03,0
Python + JS,1,React 기반 쇼핑몰 개발,"['javascript', 'python', 'django', 'react']","['express', 'mongodb', 'node.js', 'react', 'typescript']",[0.125],0.1583,1
Python + JS,2,Vue3 + Nuxt 포트폴리오 사이트,"['javascript', 'python', 'django', 'react']","['nuxt.js', 'tailwind css', 'typescript', 'vue.js']",[0.0],0.03,0
Python + JS,3,Django REST API 서버 구축,"['javascript', 'python', 'django', 'react']","['django', 'docker', 'postgresql', 'python', 'redis']",[0.2857142857142857],0.3096,1
Python + JS,4,Spring Boot 마이크로서비스,"['javascript', 'python', 'django', 'react']","['docker', 'java', 'kubernetes', 'postgresql', 'spring boot']",[0.0],0.03,0
Python + JS,5,Node.js 실시간 채팅 앱,"['javascript', 'python', 'django', 'react']","['express', 'mongodb', 'node.js', 'redis', 'socket.io']",[0.0],0.03,0
Python + JS,6,React Native 투두 앱,"['javascript', 'python', 'django', 'react']","['expo', 'firebase', 'react native', 'typescript']",[0.0],0.03,0
Python + JS,7,Flutter 전자상거래 앱,"['javascript', 'python', 'django', 'react']","['dart', 'firebase', 'flutter', 'sqlite']",[0.0],0.03,0
Python + JS,8,FastAPI 비동기 웹서버,"['javascript', 'python', 'django', 'react']","['fastapi', 'postgresql', 'python', 'redis', 'sqlalchemy']",[0.125],0.1671,1
